read_id	read_length	mean_base_quality	ref_name	ref_start_1based	strand	mapq	cigar	has_sa	sa_count	num_segments	sa_diff_contig	sa_min_delta_pos	sa_max_delta_pos	sa_mean_delta_pos	sa_same_strand_count	sa_opp_strand_count	sa_max_mapq	sa_mean_mapq	sa_min_nm	sa_mean_nm	softclip_left	softclip_right	total_clipped_bases	breakpoint_read_pos	kmer_cosine_diff	kmer_js_divergence	microhomology_length	microhomology_gc	label
NC_039553.1_1226_1661_5:0:0_9:0:0_24e8	150	13.0	NC_039553.1	1512	-	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	1.0	1.0	0	0.0	0
chimera_1_A9831-10051_B14983-15061_MH0_273112_273675_0:0:0_0:0:0_26b	150	40.0	NC_039553.1	10296	-	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.986106	0.985714	0	0.0	1
NC_039553.1_10978_11409_5:0:0_10:0:0_1dc9	150	13.0	NC_039553.1	10978	+	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.985914	0.985714	0	0.0	0
chimera_1_A9831-10051_B14983-15061_MH0_107351_107935_0:0:0_0:0:0_ef5	150	40.0	NC_039553.1	4855	+	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	1.0	1.0	0	0.0	1
chimera_1_A9831-10051_B14983-15061_MH0_44110_44619_0:0:0_0:0:0_1622	150	40.0	NC_039553.1	7704	+	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	1.0	1.0	0	0.0	1
chimera_1_A9831-10051_B14983-15061_MH0_63262_63759_0:0:0_0:0:0_82b	150	40.0	NC_039553.1	11189	+	60	6S144M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	6	0	6	75	0.986467	0.985714	0	0.0	1
NC_039553.1_11104_11565_5:0:0_7:0:0_1883	150	13.0	NC_039553.1	11104	+	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.98629	0.985714	1	1.0	0
NC_039553.1_15726_16187_10:0:0_10:0:0_567	150	13.0	NC_039553.1	15726	+	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	1.0	1.0	1	1.0	0
NC_039553.1_15739_16370_5:0:0_8:0:0_1ed3	150	13.0	NC_039553.1	16221	-	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.971429	0.971429	0	0.0	0
chimera_1_A9831-10051_B14983-15061_MH0_277767_278307_0:0:0_0:0:0_203d	150	40.0	NC_039553.1	5953	+	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	1.0	1.0	0	0.0	1
chimera_1_A9831-10051_B14983-15061_MH0_215494_216093_0:0:0_0:0:0_1109	150	40.0	NC_039553.1	7694	+	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.985914	0.985714	1	1.0	1
chimera_1_A9831-10051_B14983-15061_MH0_305472_305866_0:0:0_0:0:0_17f	150	40.0	NC_039553.1	13543	-	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.971828	0.980322	1	0.0	1
NC_039553.1_1540_2052_5:0:0_6:0:0_720	150	13.0	NC_039553.1	1903	-	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	1.0	1.0	0	0.0	0
chimera_1_A9831-10051_B14983-15061_MH0_119493_120004_0:0:0_0:0:0_1d25	150	40.0	NC_039553.1	14817	+	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	1.0	1.0	0	0.0	1
chimera_1_A9831-10051_B14983-15061_MH0_47756_48257_0:0:0_0:0:0_259c	150	40.0	NC_039553.1	13197	+	60	123M27S	1	1	2	0	3407	3407	3407.0	1	0	1	1.0	0	0.0	0	27	27	75	0.971828	0.971429	0	0.0	1
NC_039553.1_11999_12460_5:0:0_8:0:0_20f1	150	13.0	NC_039553.1	12311	-	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.985714	0.985714	0	0.0	0
NC_039553.1_10357_10966_4:0:0_8:0:0_1eab	150	13.0	NC_039553.1	10819	-	60	2S148M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	2	0	2	75	1.0	1.0	0	0.0	0
chimera_1_A9831-10051_B14983-15061_MH0_256677_257198_0:0:0_0:0:0_4ab	150	40.0	NC_039553.1	13571	+	60	80M70S	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	70	70	75	0.960957	0.957143	0	0.0	1
NC_039553.1_11760_12242_10:0:0_7:0:0_161b	150	13.0	NC_039553.1	12093	-	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	1.0	1.0	3	0.667	0
chimera_1_A9831-10051_B14983-15061_MH0_322353_322831_0:0:0_0:0:0_86e	150	40.0	NC_039553.1	5654	-	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.971429	0.971429	0	0.0	1
chimera_1_A9831-10051_B14983-15061_MH0_177470_177865_0:0:0_0:0:0_23a8	150	40.0	NC_039553.1	10461	-	60	61S89M	1	1	2	0	7363	7363	7363.0	1	0	47	47.0	5	5.0	61	0	61	75	0.930027	0.925898	1	0.0	1
chimera_1_A9831-10051_B14983-15061_MH0_306100_306521_0:0:0_0:0:0_2590	150	40.0	NC_039553.1	4120	+	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.92957	0.928571	0	0.0	1
chimera_1_A9831-10051_B14983-15061_MH0_216235_216751_0:0:0_0:0:0_2052	150	40.0	NC_039553.1	10946	-	60	90M60S	1	1	2	0	4424	4424	4424.0	1	0	47	47.0	0	0.0	0	60	60	75	0.942857	0.942857	1	1.0	1
NC_039553.1_9551_9986_11:0:0_11:0:0_1504	150	13.0	NC_039553.1	9551	+	42	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	1.0	1.0	1	0.0	0
NC_039553.1_5275_5713_9:0:0_15:0:0_2639	150	13.0	NC_039553.1	5275	+	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.945926	0.942857	1	1.0	0
chimera_1_A9831-10051_B14983-15061_MH0_260068_260498_0:0:0_0:0:0_208	150	40.0	NC_039553.1	8619	-	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.985714	0.985714	1	1.0	1
NC_039553.1_13314_13831_14:0:0_5:0:0_416	150	13.0	NC_039553.1	13314	+	58	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.985914	0.985714	0	0.0	0
NC_039553.1_10750_11211_7:0:0_11:0:0_e32	150	13.0	NC_039553.1	11065	-	60	3S147M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	3	0	3	75	0.985714	0.985714	0	0.0	0
chimera_1_A9831-10051_B14983-15061_MH0_63265_63743_0:0:0_0:0:0_1814	150	40.0	NC_039553.1	11189	+	60	3S147M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	3	0	3	75	0.986467	0.985714	0	0.0	1
chimera_1_A9831-10051_B14983-15061_MH0_113495_114007_0:0:0_0:0:0_14b2	150	40.0	NC_039553.1	10317	+	60	119M31S	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	31	31	75	0.943656	0.942857	1	1.0	1
chimera_1_A9831-10051_B14983-15061_MH0_296285_296743_0:0:0_0:0:0_2a7	150	40.0	NC_039553.1	16179	+	60	58S92M	1	1	2	0	3727	3727	3727.0	1	0	38	38.0	0	0.0	58	0	58	75	0.957143	0.957143	0	0.0	1
NC_039553.1_12801_13361_11:0:0_9:0:0_346	150	13.0	NC_039553.1	12801	+	60	140M10S	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	10	10	75	0.985914	0.985714	2	0.0	0
chimera_1_A9831-10051_B14983-15061_MH0_317200_317785_0:0:0_0:0:0_162	150	40.0	NC_039553.1	11377	-	60	31S119M	1	1	2	0	1899	1899	1899.0	1	0	7	7.0	0	0.0	31	0	31	75	0.985914	0.985714	0	0.0	1
chimera_1_A9831-10051_B14983-15061_MH0_73433_73830_0:0:0_0:0:0_1afe	150	40.0	NC_039553.1	8567	-	60	46S104M	1	1	2	0	5449	5449	5449.0	1	0	17	17.0	0	0.0	46	0	46	75	0.957143	0.957143	1	1.0	1
chimera_1_A9831-10051_B14983-15061_MH0_335382_335993_0:0:0_0:0:0_1d9e	150	40.0	NC_039553.1	15829	+	60	119M31S	1	1	2	0	6564	6564	6564.0	1	0	1	1.0	0	0.0	0	31	31	75	0.928571	0.928571	4	0.75	1
NC_039553.1_15638_16135_1:0:0_8:0:0_482	150	13.0	NC_039553.1	15638	+	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.985914	0.985714	0	0.0	0
NC_039553.1_14052_14502_8:0:0_5:0:0_696	150	13.0	NC_039553.1	14353	-	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.986106	0.985714	0	0.0	0
chimera_1_A9831-10051_B14983-15061_MH0_74404_74894_0:0:0_0:0:0_6b3	150	40.0	NC_039553.1	14733	+	60	120M30S	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	30	30	75	0.9	0.9	0	0.0	1
NC_039553.1_5016_5460_8:0:0_8:0:0_947	150	13.0	NC_039553.1	5311	-	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.985914	0.985714	0	0.0	0
chimera_1_A9831-10051_B14983-15061_MH0_17857_18355_0:0:0_0:0:0_17ef	150	40.0	NC_039553.1	1772	-	60	42S108M	1	1	2	0	5040	5040	5040.0	1	0	60	60.0	0	0.0	42	0	42	75	0.971429	0.971429	0	0.0	1
chimera_1_A9831-10051_B14983-15061_MH0_133726_134194_0:0:0_0:0:0_1444	150	40.0	NC_039553.1	7494	-	60	55S95M	1	1	2	0	1855	1855	1855.0	1	0	54	54.0	0	0.0	55	0	55	75	0.971429	0.971429	0	0.0	1
chimera_1_A9831-10051_B14983-15061_MH0_106712_107236_0:0:0_0:0:0_e04	150	40.0	NC_039553.1	13690	-	60	12S138M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	12	0	12	75	0.958317	0.957143	0	0.0	1
NC_039553.1_16001_16505_10:0:0_7:0:0_abf	150	13.0	NC_039553.1	16356	-	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.957143	0.957143	1	0.0	0
NC_039553.1_7252_7823_9:0:0_8:0:0_22f2	150	13.0	NC_039553.1	7252	+	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.957742	0.957143	0	0.0	0
NC_039553.1_7462_7912_3:0:0_7:0:0_ffb	150	13.0	NC_039553.1	7462	+	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	1.0	1.0	0	0.0	0
chimera_1_A9831-10051_B14983-15061_MH0_150503_151019_0:0:0_0:0:0_fab	150	40.0	NC_039553.1	4934	-	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.959445	0.957143	2	1.0	1
NC_039553.1_14273_14702_9:0:0_7:0:0_17d3	150	13.0	NC_039553.1	14553	-	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.985914	0.985714	1	0.0	0
chimera_1_A9831-10051_B14983-15061_MH0_322256_322717_0:0:0_0:0:0_1afb	150	40.0	NC_039553.1	11452	+	60	31S119M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	31	0	31	75	0.972211	0.971429	0	0.0	1
chimera_1_A9831-10051_B14983-15061_MH0_220277_220748_0:0:0_0:0:0_206a	150	40.0	NC_039553.1	6570	+	60	19S131M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	19	0	19	75	1.0	1.0	1	1.0	1
NC_039553.1_8780_9295_5:0:0_10:0:0_396	150	13.0	NC_039553.1	8780	+	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	1.0	1.0	1	1.0	0
chimera_1_A9831-10051_B14983-15061_MH0_297083_297578_0:0:0_0:0:0_25ed	150	40.0	NC_039553.1	3715	-	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.929062	0.936153	0	0.0	1
chimera_1_A9831-10051_B14983-15061_MH0_277811_278352_0:0:0_0:0:0_f1	150	40.0	NC_039553.1	5997	+	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.959911	0.957143	0	0.0	1
chimera_1_A9831-10051_B14983-15061_MH0_222547_223102_0:0:0_0:0:0_135e	150	40.0	NC_039553.1	3406	-	60	141M9S	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	9	9	75	0.957742	0.957143	0	0.0	1
NC_039553.1_5818_6293_6:0:0_9:0:0_a8f	150	13.0	NC_039553.1	6144	-	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.916634	0.923179	0	0.0	0
NC_039553.1_7814_8302_5:0:0_6:0:0_ae5	150	13.0	NC_039553.1	8156	-	60	3S147M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	3	0	3	75	1.0	1.0	0	0.0	0
chimera_1_A9831-10051_B14983-15061_MH0_109369_109844_0:0:0_0:0:0_35d	150	40.0	NC_039553.1	15888	-	60	78M72S	1	1	2	0	3940	3940	3940.0	1	0	60	60.0	0	0.0	0	72	72	75	1.0	1.0	0	0.0	1
chimera_1_A9831-10051_B14983-15061_MH0_58308_58782_0:0:0_0:0:0_7c5	150	40.0	NC_039553.1	3286	+	60	105M45S	1	1	2	0	2052	2052	2052.0	1	0	35	35.0	0	0.0	0	45	45	75	1.0	1.0	1	0.0	1
NC_039553.1_13170_13712_5:0:0_15:0:0_401	150	13.0	NC_039553.1	13170	+	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.9594	0.966037	0	0.0	0
chimera_1_A9831-10051_B14983-15061_MH0_141132_141648_0:0:0_0:0:0_21	150	40.0	NC_039553.1	5450	+	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	1.0	1.0	0	0.0	1
NC_039553.1_6432_6879_9:0:0_7:0:0_1752	150	13.0	NC_039553.1	6730	-	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	1.0	1.0	1	0.0	0
NC_039553.1_2931_3406_6:0:0_8:0:0_238c	150	13.0	NC_039553.1	2931	+	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.971828	0.971429	1	1.0	0
NC_039553.1_14975_15519_5:0:0_6:0:0_1797	150	13.0	NC_039553.1	15370	-	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.971429	0.971429	0	0.0	0
NC_039553.1_13288_13815_4:0:0_7:0:0_1119	150	13.0	NC_039553.1	13288	+	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.972211	0.971429	2	0.0	0
chimera_1_A9831-10051_B14983-15061_MH0_110816_111260_0:0:0_0:0:0_dfa	150	40.0	NC_039553.1	8547	+	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.971828	0.971429	0	0.0	1
chimera_1_A9831-10051_B14983-15061_MH0_277118_277651_0:0:0_0:0:0_26bf	150	40.0	NC_039553.1	9092	-	60	110M40S	1	1	2	0	6667	6667	6667.0	1	0	15	15.0	0	0.0	0	40	40	75	1.0	1.0	0	0.0	1
NC_039553.1_10271_10793_6:0:0_5:0:0_13b1	150	13.0	NC_039553.1	10644	-	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.943656	0.942857	2	0.0	0
chimera_1_A9831-10051_B14983-15061_MH0_174176_174632_0:0:0_0:0:0_a7f	150	40.0	NC_039553.1	5378	+	60	15S135M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	15	0	15	75	1.0	1.0	0	0.0	1
chimera_1_A9831-10051_B14983-15061_MH0_91519_91997_0:0:0_0:0:0_314	150	40.0	NC_039553.1	13517	+	60	121M29S	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	29	29	75	1.0	1.0	2	1.0	1
chimera_1_A9831-10051_B14983-15061_MH0_64991_65486_0:0:0_0:0:0_1dbb	150	40.0	NC_039553.1	10143	-	60	84M66S	1	1	2	0	5061	5061	5061.0	1	0	53	53.0	0	0.0	0	66	66	75	0.985914	0.985714	0	0.0	1
NC_039553.1_7250_7766_11:0:0_10:0:0_984	150	13.0	NC_039553.1	7250	+	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.986111	0.985714	0	0.0	0
chimera_1_A9831-10051_B14983-15061_MH0_59975_60437_0:0:0_0:0:0_17ce	150	40.0	NC_039553.1	1104	-	60	108M42S	1	1	2	0	530	530	530.0	1	0	14	14.0	0	0.0	0	42	42	75	0.987401	0.985714	0	0.0	1
chimera_1_A9831-10051_B14983-15061_MH0_253234_253806_0:0:0_0:0:0_76b	150	40.0	NC_039553.1	12004	-	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.972963	0.980322	2	0.5	1
NC_039553.1_13740_14229_8:0:0_9:0:0_10c8	150	13.0	NC_039553.1	13740	+	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.986801	0.985714	2	1.0	0
NC_039553.1_7078_7530_7:0:0_8:0:0_2563	150	13.0	NC_039553.1	7381	-	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	1.0	1.0	0	0.0	0
NC_039553.1_3715_4250_11:0:0_10:0:0_a2e	150	13.0	NC_039553.1	3715	+	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.985714	0.985714	0	0.0	0
chimera_1_A9831-10051_B14983-15061_MH0_8046_8631_0:0:0_0:0:0_5a1	150	40.0	NC_039553.1	2683	+	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	1.0	1.0	0	0.0	1
chimera_1_A9831-10051_B14983-15061_MH0_161547_162052_0:0:0_0:0:0_1f63	150	40.0	NC_039553.1	11081	+	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	1.0	1.0	1	1.0	1
NC_039553.1_13802_14218_4:0:0_5:0:0_224d	150	13.0	NC_039553.1	13802	+	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.986106	0.985714	0	0.0	0
chimera_1_A9831-10051_B14983-15061_MH0_103672_104213_0:0:0_0:0:0_1c0e	150	40.0	NC_039553.1	8183	+	60	22S128M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	22	0	22	75	0.971828	0.971429	0	0.0	1
NC_039553.1_12520_12990_5:0:0_9:0:0_1b13	150	13.0	NC_039553.1	12520	+	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	1.0	1.0	2	0.5	0
NC_039553.1_12823_13280_12:0:0_6:0:0_192b	150	13.0	NC_039553.1	13131	-	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.985714	0.985714	0	0.0	0
chimera_1_A9831-10051_B14983-15061_MH0_119950_120378_0:0:0_0:0:0_26de	150	40.0	NC_039553.1	7563	+	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	1.0	1.0	0	0.0	1
chimera_1_A9831-10051_B14983-15061_MH0_246840_247292_0:0:0_0:0:0_1f83	150	40.0	NC_039553.1	15625	-	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.986824	0.985714	0	0.0	1
NC_039553.1_14894_15403_8:0:0_8:0:0_106f	150	13.0	NC_039553.1	15254	-	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.915485	0.914286	0	0.0	0
chimera_1_A9831-10051_B14983-15061_MH0_52445_53001_0:0:0_0:0:0_d39	150	40.0	NC_039553.1	8912	-	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.9726	0.971429	0	0.0	1
NC_039553.1_2486_3025_8:0:0_11:0:0_370	150	13.0	NC_039553.1	2486	+	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	1.0	1.0	0	0.0	0
NC_039553.1_2674_3118_10:0:0_8:0:0_1803	150	13.0	NC_039553.1	2969	-	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.957742	0.957143	1	0.0	0
NC_039553.1_6551_7015_2:0:0_9:0:0_c01	150	13.0	NC_039553.1	6551	+	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	1.0	1.0	1	1.0	0
NC_039553.1_340_821_6:0:0_9:0:0_3b5	150	13.0	NC_039553.1	672	-	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.971429	0.971429	0	0.0	0
NC_039553.1_14144_14609_10:0:0_7:0:0_1af5	150	13.0	NC_039553.1	14144	+	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.986111	0.985714	0	0.0	0
chimera_1_A9831-10051_B14983-15061_MH0_184891_185377_0:0:0_0:0:0_1075	150	40.0	NC_039553.1	13542	-	60	15S135M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	15	0	15	75	1.0	1.0	0	0.0	1
chimera_1_A9831-10051_B14983-15061_MH0_15180_15712_0:0:0_0:0:0_758	150	40.0	NC_039553.1	5155	+	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.986842	0.985714	1	0.0	1
NC_039553.1_5328_5801_8:0:0_7:0:0_dae	150	13.0	NC_039553.1	5328	+	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.972222	0.971429	1	0.0	0
NC_039553.1_2099_2574_10:0:0_8:0:0_178d	150	13.0	NC_039553.1	2099	+	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	1.0	1.0	0	0.0	0
NC_039553.1_15632_16041_6:0:0_2:0:0_3c9	150	13.0	NC_039553.1	15632	+	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.971828	0.971429	0	0.0	0
chimera_1_A9831-10051_B14983-15061_MH0_293649_294113_0:0:0_0:0:0_301	150	40.0	NC_039553.1	1893	-	60	58S92M	1	1	2	0	3509	3509	3509.0	1	0	56	56.0	0	0.0	58	0	58	75	1.0	1.0	0	0.0	1
chimera_1_A9831-10051_B14983-15061_MH0_74741_75207_0:0:0_0:0:0_1090	150	40.0	NC_039553.1	12674	-	60	143M7S	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	7	7	75	0.870119	0.883824	1	0.0	1
chimera_1_A9831-10051_B14983-15061_MH0_318594_319040_0:0:0_0:0:0_a9a	150	40.0	NC_039553.1	14622	+	60	137M13S	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	13	13	75	0.942857	0.942857	0	0.0	1
NC_039553.1_7417_7916_9:0:0_11:0:0_2269	150	13.0	NC_039553.1	7767	-	56	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	1.0	1.0	0	0.0	0
chimera_1_A9831-10051_B14983-15061_MH0_309146_309680_0:0:0_0:0:0_218e	150	40.0	NC_039553.1	7917	+	60	137M13S	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	13	13	75	1.0	1.0	0	0.0	1
chimera_1_A9831-10051_B14983-15061_MH0_310571_311055_0:0:0_0:0:0_1058	150	40.0	NC_039553.1	10683	-	60	87M63S	1	1	2	0	2647	2647	2647.0	1	0	60	60.0	0	0.0	0	63	63	75	0.914286	0.914286	0	0.0	1
NC_039553.1_1165_1654_7:0:0_8:0:0_23c6	150	13.0	NC_039553.1	1165	+	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.918919	0.923179	1	1.0	0
NC_039553.1_14024_14479_5:0:0_12:0:0_eab	150	13.0	NC_039553.1	14024	+	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.985914	0.985714	1	1.0	0
NC_039553.1_14316_14842_3:0:0_4:0:0_c3e	150	13.0	NC_039553.1	14693	-	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.942857	0.942857	0	0.0	0
chimera_1_A9831-10051_B14983-15061_MH0_33925_34415_0:0:0_0:0:0_717	150	40.0	NC_039553.1	12896	+	60	84M66S	1	1	2	0	2198	2198	2198.0	1	0	60	60.0	0	0.0	0	66	66	75	0.9452	0.942857	0	0.0	1
chimera_1_A9831-10051_B14983-15061_MH0_199412_199942_0:0:0_0:0:0_103c	150	40.0	NC_039553.1	9046	+	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.985914	0.985714	0	0.0	1
chimera_1_A9831-10051_B14983-15061_MH0_185156_185689_0:0:0_0:0:0_1bc9	150	40.0	NC_039553.1	5987	+	60	92M58S	1	1	2	0	7555	7555	7555.0	1	0	44	44.0	0	0.0	0	58	58	75	0.985714	0.985714	0	0.0	1
NC_039553.1_14233_14803_6:0:0_4:0:0_1859	150	13.0	NC_039553.1	14233	+	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.957143	0.957143	0	0.0	0
NC_039553.1_5410_5919_16:0:0_10:0:0_e6f	150	13.0	NC_039553.1	5410	+	52	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.971429	0.971429	1	1.0	0
NC_039553.1_9251_9772_7:0:0_10:0:0_5f	150	13.0	NC_039553.1	9623	-	59	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.986106	0.985714	0	0.0	0
NC_039553.1_5731_6242_7:0:0_10:0:0_1a59	150	13.0	NC_039553.1	5731	+	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.957143	0.957143	0	0.0	0
NC_039553.1_15718_16269_8:0:0_8:0:0_1ceb	150	13.0	NC_039553.1	16120	-	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.971429	0.971429	1	1.0	0
chimera_1_A9831-10051_B14983-15061_MH0_141777_142300_0:0:0_0:0:0_fa6	150	40.0	NC_039553.1	2877	-	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.928571	0.928571	0	0.0	1
chimera_1_A9831-10051_B14983-15061_MH0_129978_130525_0:0:0_0:0:0_daf	150	40.0	NC_039553.1	4981	-	60	9S141M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	9	0	9	75	1.0	1.0	3	0.667	1
