pair_id	read_id	y_sim	read_length	mean_base_quality	ref_name	ref_start_1based	strand	mapq	cigar	has_sa	sa_count	num_segments	sa_diff_contig	sa_min_delta_pos	sa_max_delta_pos	sa_mean_delta_pos	sa_same_strand_count	sa_opp_strand_count	sa_max_mapq	sa_mean_mapq	sa_min_nm	sa_mean_nm	softclip_left	softclip_right	total_clipped_bases	breakpoint_read_pos	kmer_cosine_diff	kmer_js_divergence	microhomology_length	microhomology_gc	read_uid
NC_039553.1_12497_13056_6:0:0_7:0:0_66	NC_039553.1_12497_13056_6:0:0_7:0:0_66	0	150	13.0	NC_039553.1	12907	1	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.957742	0.957143	0	0.0	NC_039553.1_12497_13056_6:0:0_7:0:0_66/R
NC_039553.1_12903_13447_10:0:0_9:0:0_48c	NC_039553.1_12903_13447_10:0:0_9:0:0_48c	0	150	13.0	NC_039553.1	12908	0	60	5S145M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	5	0	5	5	0.0	0.5	0	0.0	NC_039553.1_12903_13447_10:0:0_9:0:0_48c/F
NC_039553.1_12908_13451_8:0:0_5:0:0_2144	NC_039553.1_12908_13451_8:0:0_5:0:0_2144	0	150	13.0	NC_039553.1	12908	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.92957	0.928571	1	0.0	NC_039553.1_12908_13451_8:0:0_5:0:0_2144/F
NC_039553.1_12544_13057_5:0:0_8:0:0_ba2	NC_039553.1_12544_13057_5:0:0_8:0:0_ba2	0	150	13.0	NC_039553.1	12908	1	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.957742	0.957143	1	0.0	NC_039553.1_12544_13057_5:0:0_8:0:0_ba2/R
NC_039553.1_12910_13415_14:0:0_7:0:0_727	NC_039553.1_12910_13415_14:0:0_7:0:0_727	0	150	13.0	NC_039553.1	12910	0	56	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	1.0	1.0	1	1.0	NC_039553.1_12910_13415_14:0:0_7:0:0_727/F
NC_039553.1_12910_13469_9:0:0_6:0:0_17e5	NC_039553.1_12910_13469_9:0:0_6:0:0_17e5	0	150	13.0	NC_039553.1	12910	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.985914	0.985714	1	1.0	NC_039553.1_12910_13469_9:0:0_6:0:0_17e5/F
NC_039553.1_12527_13061_4:0:0_7:0:0_9bc	NC_039553.1_12527_13061_4:0:0_7:0:0_9bc	0	150	13.0	NC_039553.1	12912	1	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.985914	0.985714	0	0.0	NC_039553.1_12527_13061_4:0:0_7:0:0_9bc/R
NC_039553.1_12507_13061_7:0:0_3:0:0_1c55	NC_039553.1_12507_13061_7:0:0_3:0:0_1c55	0	150	13.0	NC_039553.1	12912	1	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.972222	0.971429	0	0.0	NC_039553.1_12507_13061_7:0:0_3:0:0_1c55/R
NC_039553.1_12913_13322_4:0:0_6:0:0_227f	NC_039553.1_12913_13322_4:0:0_6:0:0_227f	0	150	13.0	NC_039553.1	12913	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.9863	0.985714	1	0.0	NC_039553.1_12913_13322_4:0:0_6:0:0_227f/F
NC_039553.1_12622_13062_7:0:0_6:0:0_152	NC_039553.1_12622_13062_7:0:0_6:0:0_152	0	150	13.0	NC_039553.1	12913	1	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.971429	0.971429	0	0.0	NC_039553.1_12622_13062_7:0:0_6:0:0_152/R
NC_039553.1_12914_13422_8:0:0_4:0:0_1128	NC_039553.1_12914_13422_8:0:0_4:0:0_1128	0	150	13.0	NC_039553.1	12914	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.98629	0.985714	0	0.0	NC_039553.1_12914_13422_8:0:0_4:0:0_1128/F
NC_039553.1_12914_13363_5:0:0_5:0:0_1e32	NC_039553.1_12914_13363_5:0:0_5:0:0_1e32	0	150	13.0	NC_039553.1	12914	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.957143	0.957143	0	0.0	NC_039553.1_12914_13363_5:0:0_5:0:0_1e32/F
NC_039553.1_12911_13359_9:0:0_13:0:0_24cf	NC_039553.1_12911_13359_9:0:0_13:0:0_24cf	0	150	13.0	NC_039553.1	12914	0	60	3S147M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	3	0	3	3	0.0	0.5	0	0.0	NC_039553.1_12911_13359_9:0:0_13:0:0_24cf/F
NC_039553.1_12541_13068_8:0:0_9:0:0_423	NC_039553.1_12541_13068_8:0:0_9:0:0_423	0	150	13.0	NC_039553.1	12919	1	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.985714	0.985714	0	0.0	NC_039553.1_12541_13068_8:0:0_9:0:0_423/R
NC_039553.1_12921_13364_6:0:0_7:0:0_9	NC_039553.1_12921_13364_6:0:0_7:0:0_9	0	150	13.0	NC_039553.1	12921	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	1.0	1.0	0	0.0	NC_039553.1_12921_13364_6:0:0_7:0:0_9/F
NC_039553.1_12921_13436_7:0:0_5:0:0_23e	NC_039553.1_12921_13436_7:0:0_5:0:0_23e	0	150	13.0	NC_039553.1	12921	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	1.0	1.0	0	0.0	NC_039553.1_12921_13436_7:0:0_5:0:0_23e/F
NC_039553.1_12922_13464_6:0:0_8:0:0_1c75	NC_039553.1_12922_13464_6:0:0_8:0:0_1c75	0	150	13.0	NC_039553.1	12922	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.985714	0.985714	1	1.0	NC_039553.1_12922_13464_6:0:0_8:0:0_1c75/F
NC_039553.1_12620_13071_6:0:0_15:0:0_afa	NC_039553.1_12620_13071_6:0:0_15:0:0_afa	0	150	13.0	NC_039553.1	12922	1	53	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.971429	0.971429	1	1.0	NC_039553.1_12620_13071_6:0:0_15:0:0_afa/R
NC_039553.1_12923_13378_8:0:0_10:0:0_1d90	NC_039553.1_12923_13378_8:0:0_10:0:0_1d90	0	150	13.0	NC_039553.1	12923	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.985914	0.985714	0	0.0	NC_039553.1_12923_13378_8:0:0_10:0:0_1d90/F
NC_039553.1_12924_13406_9:0:0_7:0:0_af2	NC_039553.1_12924_13406_9:0:0_7:0:0_af2	0	150	13.0	NC_039553.1	12924	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.971828	0.971429	1	0.0	NC_039553.1_12924_13406_9:0:0_7:0:0_af2/F
NC_039553.1_12926_13461_8:0:0_12:0:0_11af	NC_039553.1_12926_13461_8:0:0_12:0:0_11af	0	150	13.0	NC_039553.1	12926	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.957143	0.957143	0	0.0	NC_039553.1_12926_13461_8:0:0_12:0:0_11af/F
NC_039553.1_12926_13436_8:0:0_5:0:0_249a	NC_039553.1_12926_13436_8:0:0_5:0:0_249a	0	150	13.0	NC_039553.1	12926	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.985714	0.985714	0	0.0	NC_039553.1_12926_13436_8:0:0_5:0:0_249a/F
NC_039553.1_12928_13490_7:0:0_8:0:0_174d	NC_039553.1_12928_13490_7:0:0_8:0:0_174d	0	150	13.0	NC_039553.1	12928	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.971429	0.971429	0	0.0	NC_039553.1_12928_13490_7:0:0_8:0:0_174d/F
NC_039553.1_12640_13077_5:0:0_6:0:0_32b	NC_039553.1_12640_13077_5:0:0_6:0:0_32b	0	150	13.0	NC_039553.1	12928	1	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.985914	0.985714	0	0.0	NC_039553.1_12640_13077_5:0:0_6:0:0_32b/R
NC_039553.1_12604_13077_5:0:0_9:0:0_1461	NC_039553.1_12604_13077_5:0:0_9:0:0_1461	0	150	13.0	NC_039553.1	12928	1	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.985914	0.985714	0	0.0	NC_039553.1_12604_13077_5:0:0_9:0:0_1461/R
NC_039553.1_12929_13378_4:0:0_6:0:0_fed	NC_039553.1_12929_13378_4:0:0_6:0:0_fed	0	150	13.0	NC_039553.1	12929	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.971429	0.971429	0	0.0	NC_039553.1_12929_13378_4:0:0_6:0:0_fed/F
NC_039553.1_12929_13433_5:0:0_8:0:0_1ec1	NC_039553.1_12929_13433_5:0:0_8:0:0_1ec1	0	150	13.0	NC_039553.1	12929	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.957143	0.957143	0	0.0	NC_039553.1_12929_13433_5:0:0_8:0:0_1ec1/F
NC_039553.1_12703_13079_10:0:0_6:0:0_101	NC_039553.1_12703_13079_10:0:0_6:0:0_101	0	150	13.0	NC_039553.1	12930	1	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.942857	0.942857	1	1.0	NC_039553.1_12703_13079_10:0:0_6:0:0_101/R
NC_039553.1_12558_13080_3:0:0_6:0:0_1870	NC_039553.1_12558_13080_3:0:0_6:0:0_1870	0	150	13.0	NC_039553.1	12931	1	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.957143	0.957143	0	0.0	NC_039553.1_12558_13080_3:0:0_6:0:0_1870/R
NC_039553.1_12932_13389_3:0:0_4:0:0_f6e	NC_039553.1_12932_13389_3:0:0_4:0:0_f6e	0	150	13.0	NC_039553.1	12932	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.971429	0.971429	1	1.0	NC_039553.1_12932_13389_3:0:0_4:0:0_f6e/F
NC_039553.1_12933_13478_5:0:0_6:0:0_957	NC_039553.1_12933_13478_5:0:0_6:0:0_957	0	150	13.0	NC_039553.1	12933	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.971429	0.971429	0	0.0	NC_039553.1_12933_13478_5:0:0_6:0:0_957/F
NC_039553.1_12538_13082_6:0:0_2:0:0_226c	NC_039553.1_12538_13082_6:0:0_2:0:0_226c	0	150	13.0	NC_039553.1	12933	1	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.957143	0.957143	0	0.0	NC_039553.1_12538_13082_6:0:0_2:0:0_226c/R
NC_039553.1_12934_13493_6:0:0_2:0:0_a2	NC_039553.1_12934_13493_6:0:0_2:0:0_a2	0	150	13.0	NC_039553.1	12934	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.971429	0.971429	0	0.0	NC_039553.1_12934_13493_6:0:0_2:0:0_a2/F
NC_039553.1_12934_13404_9:0:0_7:0:0_1073	NC_039553.1_12934_13404_9:0:0_7:0:0_1073	0	150	13.0	NC_039553.1	12934	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.985714	0.985714	0	0.0	NC_039553.1_12934_13404_9:0:0_7:0:0_1073/F
NC_039553.1_12934_13406_8:0:0_11:0:0_2559	NC_039553.1_12934_13406_8:0:0_11:0:0_2559	0	150	13.0	NC_039553.1	12934	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.971429	0.971429	0	0.0	NC_039553.1_12934_13406_8:0:0_11:0:0_2559/F
NC_039553.1_12928_13389_7:0:0_7:0:0_12c1	NC_039553.1_12928_13389_7:0:0_7:0:0_12c1	0	150	13.0	NC_039553.1	12935	0	60	7S143M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	7	0	7	7	1.0	1.0	0	0.0	NC_039553.1_12928_13389_7:0:0_7:0:0_12c1/F
NC_039553.1_12935_13449_4:0:0_8:0:0_2599	NC_039553.1_12935_13449_4:0:0_8:0:0_2599	0	150	13.0	NC_039553.1	12935	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.971429	0.971429	0	0.0	NC_039553.1_12935_13449_4:0:0_8:0:0_2599/F
NC_039553.1_12936_13388_7:0:0_6:0:0_bf6	NC_039553.1_12936_13388_7:0:0_6:0:0_bf6	0	150	13.0	NC_039553.1	12936	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.957143	0.957143	0	0.0	NC_039553.1_12936_13388_7:0:0_6:0:0_bf6/F
NC_039553.1_12936_13391_7:0:0_10:0:0_fa1	NC_039553.1_12936_13391_7:0:0_10:0:0_fa1	0	150	13.0	NC_039553.1	12936	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.971429	0.971429	0	0.0	NC_039553.1_12936_13391_7:0:0_10:0:0_fa1/F
NC_039553.1_12645_13085_9:0:0_9:0:0_1196	NC_039553.1_12645_13085_9:0:0_9:0:0_1196	0	150	13.0	NC_039553.1	12936	1	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	1.0	1.0	0	0.0	NC_039553.1_12645_13085_9:0:0_9:0:0_1196/R
NC_039553.1_12937_13415_7:0:0_7:0:0_a6b	NC_039553.1_12937_13415_7:0:0_7:0:0_a6b	0	150	13.0	NC_039553.1	12937	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.957143	0.957143	0	0.0	NC_039553.1_12937_13415_7:0:0_7:0:0_a6b/F
NC_039553.1_12937_13485_3:0:0_8:0:0_1c62	NC_039553.1_12937_13485_3:0:0_8:0:0_1c62	0	150	13.0	NC_039553.1	12937	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.971429	0.971429	0	0.0	NC_039553.1_12937_13485_3:0:0_8:0:0_1c62/F
NC_039553.1_12489_13086_9:0:0_9:0:0_609	NC_039553.1_12489_13086_9:0:0_9:0:0_609	0	150	13.0	NC_039553.1	12937	1	60	147M3S	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	3	3	147	0.0	0.5	0	0.0	NC_039553.1_12489_13086_9:0:0_9:0:0_609/R
NC_039553.1_12542_13086_12:0:0_8:0:0_8fe	NC_039553.1_12542_13086_12:0:0_8:0:0_8fe	0	150	13.0	NC_039553.1	12937	1	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.943656	0.942857	0	0.0	NC_039553.1_12542_13086_12:0:0_8:0:0_8fe/R
NC_039553.1_12938_13476_7:0:0_4:0:0_1ee7	NC_039553.1_12938_13476_7:0:0_4:0:0_1ee7	0	150	13.0	NC_039553.1	12938	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.985914	0.985714	0	0.0	NC_039553.1_12938_13476_7:0:0_4:0:0_1ee7/F
NC_039553.1_12939_13509_8:0:0_5:0:0_801	NC_039553.1_12939_13509_8:0:0_5:0:0_801	0	150	13.0	NC_039553.1	12939	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	1.0	1.0	0	0.0	NC_039553.1_12939_13509_8:0:0_5:0:0_801/F
NC_039553.1_12933_13415_6:0:0_16:0:0_1e5e	NC_039553.1_12933_13415_6:0:0_16:0:0_1e5e	0	150	13.0	NC_039553.1	12939	0	60	6S144M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	6	0	6	6	1.0	1.0	0	0.0	NC_039553.1_12933_13415_6:0:0_16:0:0_1e5e/F
NC_039553.1_12940_13463_7:0:0_9:0:0_b8	NC_039553.1_12940_13463_7:0:0_9:0:0_b8	0	150	13.0	NC_039553.1	12940	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.985914	0.985714	3	0.333	NC_039553.1_12940_13463_7:0:0_9:0:0_b8/F
NC_039553.1_12937_13365_10:0:0_3:0:0_502	NC_039553.1_12937_13365_10:0:0_3:0:0_502	0	150	13.0	NC_039553.1	12940	0	60	3S147M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	3	0	3	3	0.0	0.5	1	1.0	NC_039553.1_12937_13365_10:0:0_3:0:0_502/F
NC_039553.1_12573_13065_8:0:0_17:0:0_a6a	NC_039553.1_12573_13065_8:0:0_17:0:0_a6a	0	150	13.0	NC_039553.1	12940	1	60	24S126M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	24	0	24	24	0.979314	0.982556	0	0.0	NC_039553.1_12573_13065_8:0:0_17:0:0_a6a/R
NC_039553.1_12594_13090_6:0:0_4:0:0_1d80	NC_039553.1_12594_13090_6:0:0_4:0:0_1d80	0	150	13.0	NC_039553.1	12941	1	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.986111	0.985714	0	0.0	NC_039553.1_12594_13090_6:0:0_4:0:0_1d80/R
NC_039553.1_12620_13092_5:0:0_7:0:0_18cd	NC_039553.1_12620_13092_5:0:0_7:0:0_18cd	0	150	13.0	NC_039553.1	12943	1	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.985714	0.985714	1	1.0	NC_039553.1_12620_13092_5:0:0_7:0:0_18cd/R
NC_039553.1_12575_13092_13:0:0_6:0:0_217f	NC_039553.1_12575_13092_13:0:0_6:0:0_217f	0	150	13.0	NC_039553.1	12943	1	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.985914	0.985714	1	1.0	NC_039553.1_12575_13092_13:0:0_6:0:0_217f/R
NC_039553.1_12944_13453_8:0:0_14:0:0_9de	NC_039553.1_12944_13453_8:0:0_14:0:0_9de	0	150	13.0	NC_039553.1	12944	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	1.0	1.0	0	0.0	NC_039553.1_12944_13453_8:0:0_14:0:0_9de/F
NC_039553.1_12515_13093_8:0:0_10:0:0_1afd	NC_039553.1_12515_13093_8:0:0_10:0:0_1afd	0	150	13.0	NC_039553.1	12944	1	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	1.0	1.0	0	0.0	NC_039553.1_12515_13093_8:0:0_10:0:0_1afd/R
NC_039553.1_12945_13506_3:0:0_8:0:0_14c3	NC_039553.1_12945_13506_3:0:0_8:0:0_14c3	0	150	13.0	NC_039553.1	12945	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.971429	0.971429	2	0.5	NC_039553.1_12945_13506_3:0:0_8:0:0_14c3/F
NC_039553.1_12713_13094_12:0:0_6:0:0_1593	NC_039553.1_12713_13094_12:0:0_6:0:0_1593	0	150	13.0	NC_039553.1	12945	1	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.985714	0.985714	2	0.5	NC_039553.1_12713_13094_12:0:0_6:0:0_1593/R
NC_039553.1_12681_13095_7:0:0_5:0:0_160e	NC_039553.1_12681_13095_7:0:0_5:0:0_160e	0	150	13.0	NC_039553.1	12946	1	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.985714	0.985714	0	0.0	NC_039553.1_12681_13095_7:0:0_5:0:0_160e/R
NC_039553.1_12947_13390_5:0:0_8:0:0_1d12	NC_039553.1_12947_13390_5:0:0_8:0:0_1d12	0	150	13.0	NC_039553.1	12947	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	1.0	1.0	0	0.0	NC_039553.1_12947_13390_5:0:0_8:0:0_1d12/F
NC_039553.1_12947_13491_6:0:0_4:0:0_2062	NC_039553.1_12947_13491_6:0:0_4:0:0_2062	0	150	13.0	NC_039553.1	12947	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.985714	0.985714	0	0.0	NC_039553.1_12947_13491_6:0:0_4:0:0_2062/F
NC_039553.1_12948_13383_7:0:0_10:0:0_1842	NC_039553.1_12948_13383_7:0:0_10:0:0_1842	0	150	13.0	NC_039553.1	12948	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	1.0	1.0	0	0.0	NC_039553.1_12948_13383_7:0:0_10:0:0_1842/F
NC_039553.1_12548_13097_4:0:0_11:0:0_fad	NC_039553.1_12548_13097_4:0:0_11:0:0_fad	0	150	13.0	NC_039553.1	12948	1	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.985914	0.985714	0	0.0	NC_039553.1_12548_13097_4:0:0_11:0:0_fad/R
NC_039553.1_12539_13097_8:0:0_5:0:0_1741	NC_039553.1_12539_13097_8:0:0_5:0:0_1741	0	150	13.0	NC_039553.1	12948	1	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	1.0	1.0	0	0.0	NC_039553.1_12539_13097_8:0:0_5:0:0_1741/R
NC_039553.1_12929_13525_12:0:0_7:0:0_1dca	NC_039553.1_12929_13525_12:0:0_7:0:0_1dca	0	150	13.0	NC_039553.1	12949	0	60	20S130M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	20	0	20	20	0.954177	0.963321	0	0.0	NC_039553.1_12929_13525_12:0:0_7:0:0_1dca/F
NC_039553.1_12950_13539_7:0:0_11:0:0_64e	NC_039553.1_12950_13539_7:0:0_11:0:0_64e	0	150	13.0	NC_039553.1	12950	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	1.0	1.0	0	0.0	NC_039553.1_12950_13539_7:0:0_11:0:0_64e/F
NC_039553.1_12528_13099_11:0:0_13:0:0_1564	NC_039553.1_12528_13099_11:0:0_13:0:0_1564	0	150	13.0	NC_039553.1	12950	1	58	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	1.0	1.0	0	0.0	NC_039553.1_12528_13099_11:0:0_13:0:0_1564/R
NC_039553.1_12952_13418_7:0:0_10:0:0_73a	NC_039553.1_12952_13418_7:0:0_10:0:0_73a	0	150	13.0	NC_039553.1	12952	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.971429	0.971429	0	0.0	NC_039553.1_12952_13418_7:0:0_10:0:0_73a/F
NC_039553.1_12952_13383_8:0:0_8:0:0_2320	NC_039553.1_12952_13383_8:0:0_8:0:0_2320	0	150	13.0	NC_039553.1	12952	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	1.0	1.0	0	0.0	NC_039553.1_12952_13383_8:0:0_8:0:0_2320/F
NC_039553.1_12556_13101_10:0:0_3:0:0_1ce3	NC_039553.1_12556_13101_10:0:0_3:0:0_1ce3	0	150	13.0	NC_039553.1	12952	1	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	1.0	1.0	0	0.0	NC_039553.1_12556_13101_10:0:0_3:0:0_1ce3/R
NC_039553.1_12660_13101_10:0:0_10:0:0_23ba	NC_039553.1_12660_13101_10:0:0_10:0:0_23ba	0	150	13.0	NC_039553.1	12952	1	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.9863	0.985714	0	0.0	NC_039553.1_12660_13101_10:0:0_10:0:0_23ba/R
NC_039553.1_12955_13383_12:0:0_8:0:0_5d	NC_039553.1_12955_13383_12:0:0_8:0:0_5d	0	150	13.0	NC_039553.1	12955	0	53	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.986467	0.985714	0	0.0	NC_039553.1_12955_13383_12:0:0_8:0:0_5d/F
NC_039553.1_12956_13402_6:0:0_4:0:0_1276	NC_039553.1_12956_13402_6:0:0_4:0:0_1276	0	150	13.0	NC_039553.1	12956	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	1.0	1.0	3	0.333	NC_039553.1_12956_13402_6:0:0_4:0:0_1276/F
NC_039553.1_12956_13511_8:0:0_9:0:0_248a	NC_039553.1_12956_13511_8:0:0_9:0:0_248a	0	150	13.0	NC_039553.1	12956	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	1.0	1.0	3	0.333	NC_039553.1_12956_13511_8:0:0_9:0:0_248a/F
NC_039553.1_12627_13106_7:0:0_8:0:0_11d8	NC_039553.1_12627_13106_7:0:0_8:0:0_11d8	0	150	13.0	NC_039553.1	12957	1	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	1.0	1.0	3	0.333	NC_039553.1_12627_13106_7:0:0_8:0:0_11d8/R
NC_039553.1_12958_13490_10:0:0_11:0:0_1654	NC_039553.1_12958_13490_10:0:0_11:0:0_1654	0	150	13.0	NC_039553.1	12958	0	56	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.971429	0.971429	0	0.0	NC_039553.1_12958_13490_10:0:0_11:0:0_1654/F
NC_039553.1_12641_13107_2:0:0_5:0:0_107f	NC_039553.1_12641_13107_2:0:0_5:0:0_107f	0	150	13.0	NC_039553.1	12958	1	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	1.0	1.0	0	0.0	NC_039553.1_12641_13107_2:0:0_5:0:0_107f/R
NC_039553.1_12959_13450_7:0:0_13:0:0_271	NC_039553.1_12959_13450_7:0:0_13:0:0_271	0	150	13.0	NC_039553.1	12959	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	1.0	1.0	0	0.0	NC_039553.1_12959_13450_7:0:0_13:0:0_271/F
NC_039553.1_12959_13425_5:0:0_4:0:0_1bfc	NC_039553.1_12959_13425_5:0:0_4:0:0_1bfc	0	150	13.0	NC_039553.1	12959	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	1.0	1.0	0	0.0	NC_039553.1_12959_13425_5:0:0_4:0:0_1bfc/F
NC_039553.1_12961_13440_6:0:0_5:0:0_9c1	NC_039553.1_12961_13440_6:0:0_5:0:0_9c1	0	150	13.0	NC_039553.1	12961	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.957742	0.966037	0	0.0	NC_039553.1_12961_13440_6:0:0_5:0:0_9c1/F
NC_039553.1_12657_13108_6:0:0_10:0:0_93b	NC_039553.1_12657_13108_6:0:0_10:0:0_93b	0	150	13.0	NC_039553.1	12961	1	60	2S148M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	2	0	2	2	0.0	0.5	1	0.0	NC_039553.1_12657_13108_6:0:0_10:0:0_93b/R
