read_id	y_sim	read_length	mean_base_quality	ref_name	ref_start_1based	strand	mapq	cigar	has_sa	sa_count	num_segments	sa_diff_contig	sa_min_delta_pos	sa_max_delta_pos	sa_mean_delta_pos	sa_same_strand_count	sa_opp_strand_count	sa_max_mapq	sa_mean_mapq	sa_min_nm	sa_mean_nm	softclip_left	softclip_right	total_clipped_bases	breakpoint_read_pos	kmer_cosine_diff	kmer_js_divergence	microhomology_length	microhomology_gc
NC_039553.1_1729_2233_11:0:0_10:0:0_d4b	0	150	13.000	NC_039553.1	2084	1	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_1729_2235_5:0:0_5:0:0_269	0	150	13.000	NC_039553.1	2086	1	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.971429	0.971429	0	0.000
NC_039553.1_1745_2236_6:0:0_7:0:0_93	0	150	13.000	NC_039553.1	2087	1	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.928571	0.928571	0	0.000
NC_039553.1_1652_2236_7:0:0_6:0:0_d8f	0	150	13.000	NC_039553.1	2087	1	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.942857	0.942857	0	0.000
NC_039553.1_1782_2236_1:0:0_7:0:0_236e	0	150	13.000	NC_039553.1	2087	1	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.985714	0.985714	0	0.000
NC_039553.1_2088_2555_7:0:0_10:0:0_1399	0	150	13.000	NC_039553.1	2088	0	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.942857	0.942857	0	0.000
NC_039553.1_1734_2238_7:0:0_8:0:0_1525	0	150	13.000	NC_039553.1	2089	1	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.985714	0.985714	1	0.000
NC_039553.1_2090_2570_4:0:0_3:0:0_230b	0	150	13.000	NC_039553.1	2090	0	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.985714	0.985714	0	0.000
NC_039553.1_1776_2234_10:0:0_7:0:0_162b	0	150	13.000	NC_039553.1	2090	1	60	5S145M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	5	0	5	5	0.000000	0.500000	0	0.000
NC_039553.1_1657_2242_7:0:0_5:0:0_485	0	150	13.000	NC_039553.1	2093	1	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.971429	0.971429	0	0.000
NC_039553.1_2094_2467_9:0:0_10:0:0_1b03	0	150	13.000	NC_039553.1	2094	0	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_2094_2592_7:0:0_8:0:0_2167	0	150	13.000	NC_039553.1	2094	0	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.929570	0.937465	0	0.000
NC_039553.1_2096_2577_3:0:0_6:0:0_24cc	0	150	13.000	NC_039553.1	2096	0	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.957143	0.957143	0	0.000
NC_039553.1_1743_2247_7:0:0_8:0:0_1266	0	150	13.000	NC_039553.1	2098	1	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	1	0.000
NC_039553.1_2099_2574_10:0:0_8:0:0_178d	0	150	13.000	NC_039553.1	2099	0	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_1808_2249_10:0:0_10:0:0_bed	0	150	13.000	NC_039553.1	2100	1	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.944444	0.942857	0	0.000
NC_039553.1_2101_2518_4:0:0_7:0:0_1791	0	150	13.000	NC_039553.1	2101	0	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.985914	0.985714	0	0.000
NC_039553.1_2101_2748_13:0:0_16:0:0_2590	0	150	13.000	NC_039553.1	2101	0	39	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.971828	0.971429	0	0.000
NC_039553.1_1687_2250_13:0:0_7:0:0_26ff	0	150	13.000	NC_039553.1	2101	1	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.985914	0.985714	0	0.000
NC_039553.1_2102_2682_6:0:0_5:0:0_79e	0	150	13.000	NC_039553.1	2102	0	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.943656	0.942857	1	1.000
NC_039553.1_2102_2528_9:0:0_9:0:0_1233	0	150	13.000	NC_039553.1	2102	0	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.985914	0.985714	1	1.000
NC_039553.1_2103_2554_6:0:0_12:0:0_1a4b	0	150	13.000	NC_039553.1	2103	0	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.972211	0.971429	1	1.000
NC_039553.1_2104_2734_5:0:0_6:0:0_15f3	0	150	13.000	NC_039553.1	2104	0	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.957742	0.957143	0	0.000
NC_039553.1_1675_2253_9:0:0_7:0:0_f82	0	150	13.000	NC_039553.1	2104	1	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.957143	0.957143	0	0.000
NC_039553.1_2107_2593_11:0:0_17:0:0_19b	0	150	13.000	NC_039553.1	2107	0	60	145M5S	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	5	5	145	0.000000	0.500000	0	0.000
NC_039553.1_1827_2256_9:0:0_7:0:0_2325	0	150	13.000	NC_039553.1	2107	1	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.957143	0.957143	0	0.000
NC_039553.1_2108_2599_6:0:0_6:0:0_4be	0	150	13.000	NC_039553.1	2108	0	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.985714	0.985714	0	0.000
NC_039553.1_2109_2592_11:0:0_10:0:0_26d5	0	150	13.000	NC_039553.1	2109	0	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.971429	0.971429	0	0.000
NC_039553.1_2110_2646_10:0:0_8:0:0_e67	0	150	13.000	NC_039553.1	2110	0	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.985714	0.985714	0	0.000
NC_039553.1_2111_2623_5:0:0_7:0:0_43	0	150	13.000	NC_039553.1	2111	0	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.957143	0.957143	2	0.500
NC_039553.1_2112_2512_2:0:0_7:0:0_701	0	150	13.000	NC_039553.1	2112	0	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.957143	0.957143	0	0.000
NC_039553.1_2112_2586_6:0:0_8:0:0_15e1	0	150	13.000	NC_039553.1	2112	0	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.957143	0.957143	0	0.000
NC_039553.1_1814_2261_10:0:0_6:0:0_ad6	0	150	13.000	NC_039553.1	2112	1	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.957742	0.957143	0	0.000
NC_039553.1_1715_2256_5:0:0_11:0:0_cff	0	150	13.000	NC_039553.1	2112	1	60	5S145M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	5	0	5	5	0.000000	0.500000	0	0.000
NC_039553.1_2114_2627_11:0:0_8:0:0_244d	0	150	13.000	NC_039553.1	2114	0	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.942857	0.942857	2	0.500
NC_039553.1_1898_2263_6:0:0_7:0:0_10df	0	150	13.000	NC_039553.1	2114	1	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.986106	0.985714	2	0.500
NC_039553.1_2116_2558_6:0:0_10:0:0_4cb	0	150	13.000	NC_039553.1	2116	0	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_2117_2542_6:0:0_7:0:0_94b	0	150	13.000	NC_039553.1	2117	0	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	1	0.000
NC_039553.1_2118_2592_5:0:0_2:0:0_18ee	0	150	13.000	NC_039553.1	2118	0	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	2	0.000
NC_039553.1_2120_2647_6:0:0_8:0:0_2054	0	150	13.000	NC_039553.1	2120	0	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	2	0.000
NC_039553.1_2122_2572_8:0:0_8:0:0_c72	0	150	13.000	NC_039553.1	2122	0	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.985714	0.985714	0	0.000
NC_039553.1_2123_2634_6:0:0_9:0:0_579	0	150	13.000	NC_039553.1	2123	0	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_1719_2273_14:0:0_15:0:0_9f8	0	150	13.000	NC_039553.1	2124	1	55	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_2125_2689_10:0:0_11:0:0_2693	0	150	13.000	NC_039553.1	2125	0	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.985714	0.985714	1	1.000
NC_039553.1_1838_2274_7:0:0_11:0:0_d23	0	150	13.000	NC_039553.1	2125	1	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	1	1.000
NC_039553.1_1745_2274_9:0:0_7:0:0_2520	0	150	13.000	NC_039553.1	2125	1	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.972211	0.971429	1	1.000
NC_039553.1_1794_2274_1:0:0_10:0:0_25a2	0	150	13.000	NC_039553.1	2125	1	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	1	1.000
NC_039553.1_2126_2574_6:0:0_6:0:0_1fac	0	150	13.000	NC_039553.1	2126	0	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_1776_2275_10:0:0_5:0:0_191b	0	150	13.000	NC_039553.1	2126	1	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_1654_2275_6:0:0_8:0:0_22a1	0	150	13.000	NC_039553.1	2126	1	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_2128_2674_10:0:0_6:0:0_23fa	0	150	13.000	NC_039553.1	2128	0	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_1789_2277_8:0:0_10:0:0_1597	0	150	13.000	NC_039553.1	2128	1	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.986106	0.985714	0	0.000
NC_039553.1_1816_2277_10:0:0_14:0:0_2316	0	150	13.000	NC_039553.1	2128	1	55	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.971828	0.971429	0	0.000
NC_039553.1_2129_2607_8:0:0_6:0:0_17ad	0	150	13.000	NC_039553.1	2129	0	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.985714	0.985714	1	0.000
NC_039553.1_1810_2278_14:0:0_10:0:0_16e4	0	150	13.000	NC_039553.1	2129	1	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	1	0.000
NC_039553.1_1829_2278_7:0:0_8:0:0_1cff	0	150	13.000	NC_039553.1	2129	1	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.986106	0.985714	1	0.000
NC_039553.1_2130_2614_8:0:0_10:0:0_1a3b	0	150	13.000	NC_039553.1	2130	0	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	4	0.250
NC_039553.1_2131_2605_7:0:0_5:0:0_85d	0	150	13.000	NC_039553.1	2131	0	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_1728_2280_12:0:0_13:0:0_1c35	0	150	13.000	NC_039553.1	2131	1	60	147M3S	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	3	3	147	0.000000	0.500000	0	0.000
NC_039553.1_1791_2280_5:0:0_2:0:0_220d	0	150	13.000	NC_039553.1	2131	1	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_2136_2655_6:0:0_8:0:0_2049	0	150	13.000	NC_039553.1	2135	0	60	4M1D146M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_1760_2284_10:0:0_7:0:0_14d3	0	150	13.000	NC_039553.1	2135	1	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_1753_2285_2:0:0_10:0:0_4b5	0	150	13.000	NC_039553.1	2136	1	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_1781_2285_5:0:0_4:0:0_ab8	0	150	13.000	NC_039553.1	2136	1	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_1750_2288_7:0:0_8:0:0_b05	0	150	13.000	NC_039553.1	2139	1	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_2140_2670_6:0:0_6:0:0_1521	0	150	13.000	NC_039553.1	2140	0	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_1792_2284_5:0:0_9:0:0_1650	0	150	13.000	NC_039553.1	2140	1	60	5S145M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	5	0	5	5	0.000000	0.500000	2	0.500
NC_039553.1_2141_2659_6:0:0_3:0:0_2fc	0	150	13.000	NC_039553.1	2141	0	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_2143_2672_11:0:0_7:0:0_10ce	0	150	13.000	NC_039553.1	2143	0	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_2144_2674_7:0:0_9:0:0_127b	0	150	13.000	NC_039553.1	2144	0	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	1	1.000
NC_039553.1_1800_2293_8:0:0_5:0:0_ef6	0	150	13.000	NC_039553.1	2144	1	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	1	1.000
NC_039553.1_1760_2296_9:0:0_10:0:0_96e	0	150	13.000	NC_039553.1	2147	1	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_2148_2700_8:0:0_3:0:0_80f	0	150	13.000	NC_039553.1	2148	0	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.985914	0.985714	0	0.000
NC_039553.1_2148_2698_2:0:0_6:0:0_19d4	0	150	13.000	NC_039553.1	2148	0	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_1704_2297_12:0:0_9:0:0_18bd	0	150	13.000	NC_039553.1	2148	1	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_2149_2686_8:0:0_5:0:0_2562	0	150	13.000	NC_039553.1	2149	0	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.986106	0.985714	0	0.000
NC_039553.1_2150_2651_10:0:0_6:0:0_25a6	0	150	13.000	NC_039553.1	2150	0	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_1821_2299_4:0:0_6:0:0_1323	0	150	13.000	NC_039553.1	2150	1	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_1815_2299_3:0:0_3:0:0_2160	0	150	13.000	NC_039553.1	2150	1	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_1814_2301_7:0:0_13:0:0_75f	0	150	13.000	NC_039553.1	2152	1	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_1789_2301_9:0:0_8:0:0_1b36	0	150	13.000	NC_039553.1	2152	1	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_1783_2302_6:0:0_5:0:0_160f	0	150	13.000	NC_039553.1	2153	1	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	1	0.000
NC_039553.1_1800_2294_9:0:0_15:0:0_17a7	0	150	13.000	NC_039553.1	2154	1	60	9S141M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	9	0	9	9	1.000000	1.000000	0	0.000
NC_039553.1_2155_2757_11:0:0_2:0:0_cb6	0	150	13.000	NC_039553.1	2155	0	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.971429	0.971429	0	0.000
NC_039553.1_2155_2677_6:0:0_7:0:0_1807	0	150	13.000	NC_039553.1	2155	0	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.985714	0.985714	0	0.000
NC_039553.1_1855_2304_2:0:0_4:0:0_83e	0	150	13.000	NC_039553.1	2155	1	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_1800_2304_7:0:0_15:0:0_bce	0	150	13.000	NC_039553.1	2155	1	58	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	1	1.000
NC_039553.1_2156_2670_4:0:0_8:0:0_d03	0	150	13.000	NC_039553.1	2156	0	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_2156_2673_8:0:0_12:0:0_1727	0	150	13.000	NC_039553.1	2156	0	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_2157_2666_7:0:0_8:0:0_6fa	0	150	13.000	NC_039553.1	2157	0	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.985714	0.985714	1	1.000
NC_039553.1_1844_2306_13:0:0_7:0:0_15a9	0	150	13.000	NC_039553.1	2157	1	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	1	1.000
NC_039553.1_1701_2308_9:0:0_6:0:0_115	0	150	13.000	NC_039553.1	2159	1	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_1768_2308_5:0:0_7:0:0_1f15	0	150	13.000	NC_039553.1	2159	1	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_1820_2310_7:0:0_12:0:0_13b3	0	150	13.000	NC_039553.1	2161	1	56	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.957143	0.957143	0	0.000
NC_039553.1_2162_2662_8:0:0_10:0:0_10b7	0	150	13.000	NC_039553.1	2162	0	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.985914	0.985714	0	0.000
NC_039553.1_2162_2637_7:0:0_8:0:0_1bd0	0	150	13.000	NC_039553.1	2162	0	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_2163_2577_6:0:0_4:0:0_12cc	0	150	13.000	NC_039553.1	2163	0	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.971429	0.971429	0	0.000
NC_039553.1_2163_2649_11:0:0_7:0:0_2189	0	150	13.000	NC_039553.1	2163	0	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_1906_2312_6:0:0_8:0:0_168a	0	150	13.000	NC_039553.1	2163	1	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.985714	0.985714	0	0.000
NC_039553.1_1888_2313_6:0:0_5:0:0_b66	0	150	13.000	NC_039553.1	2164	1	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.985714	0.985714	0	0.000
NC_039553.1_1859_2313_4:0:0_8:0:0_1dd1	0	150	13.000	NC_039553.1	2164	1	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_2165_2685_6:0:0_6:0:0_1006	0	150	13.000	NC_039553.1	2165	0	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.971429	0.971429	0	0.000
NC_039553.1_2165_2696_12:0:0_2:0:0_26f1	0	150	13.000	NC_039553.1	2165	0	56	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.985714	0.985714	0	0.000
NC_039553.1_2166_2765_7:0:0_8:0:0_1462	0	150	13.000	NC_039553.1	2166	0	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	1	0.000
NC_039553.1_1799_2315_11:0:0_8:0:0_bc	0	150	13.000	NC_039553.1	2166	1	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.972211	0.971429	1	0.000
NC_039553.1_1864_2315_6:0:0_9:0:0_dd8	0	150	13.000	NC_039553.1	2166	1	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	1	0.000
NC_039553.1_2167_2660_13:0:0_6:0:0_1099	0	150	13.000	NC_039553.1	2167	0	56	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.972600	0.971429	0	0.000
NC_039553.1_2168_2673_11:0:0_8:0:0_465	0	150	13.000	NC_039553.1	2168	0	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	2	0.500
NC_039553.1_2168_2634_8:0:0_10:0:0_5b4	0	150	13.000	NC_039553.1	2168	0	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_2168_2575_12:0:0_5:0:0_22d8	0	150	13.000	NC_039553.1	2168	0	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.985714	0.985714	2	0.500
NC_039553.1_2169_2678_7:0:0_7:0:0_13a6	0	150	13.000	NC_039553.1	2169	0	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.986290	0.985714	0	0.000
NC_039553.1_2169_2739_6:0:0_8:0:0_2475	0	150	13.000	NC_039553.1	2169	0	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	2	0.500
NC_039553.1_1752_2318_6:0:0_7:0:0_a1b	0	150	13.000	NC_039553.1	2169	1	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	2	0.500
NC_039553.1_1751_2319_9:0:0_8:0:0_1bbb	0	150	13.000	NC_039553.1	2170	1	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_2171_2674_6:0:0_4:0:0_91e	0	150	13.000	NC_039553.1	2171	0	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.971828	0.971429	1	0.000
NC_039553.1_2172_2704_3:0:0_11:0:0_378	0	150	13.000	NC_039553.1	2172	0	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_2173_2620_15:0:0_10:0:0_1d66	0	150	13.000	NC_039553.1	2173	0	50	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_2173_2661_7:0:0_2:0:0_20eb	0	150	13.000	NC_039553.1	2173	0	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_2174_2691_5:0:0_5:0:0_1d34	0	150	13.000	NC_039553.1	2174	0	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.985714	0.985714	0	0.000
NC_039553.1_1889_2323_11:0:0_9:0:0_1d7b	0	150	13.000	NC_039553.1	2174	1	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_1817_2324_11:0:0_9:0:0_9b2	0	150	13.000	NC_039553.1	2175	1	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.971429	0.971429	3	0.667
NC_039553.1_1792_2325_7:0:0_11:0:0_212f	0	150	13.000	NC_039553.1	2176	1	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_2177_2692_8:0:0_9:0:0_408	0	150	13.000	NC_039553.1	2177	0	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	2	0.000
